filename,local_path,class,observation_id,observation_uri,species,taxon_name,photo_id,photo_url,photo_license,photo_attribution,search_query
feeding_young_287547084.jpg,/home/kylelima21/.hermes/profiles/sage/home/BISONN/data/labeled/feeding_young/feeding_young_287547084.jpg,feeding_young,166064635,https://www.inaturalist.org/observations/166064635,Perching Birds,Passeriformes,287547084,https://inaturalist-open-data.s3.amazonaws.com/photos/287547084/original.jpg,cc-by-nc,"(c) saulih, some rights reserved (CC BY-NC)",feeding young
feeding_young_287536327.jpg,/home/kylelima21/.hermes/profiles/sage/home/BISONN/data/labeled/feeding_young/feeding_young_287536327.jpg,feeding_young,166064635,https://www.inaturalist.org/observations/166064635,Perching Birds,Passeriformes,287536327,https://inaturalist-open-data.s3.amazonaws.com/photos/287536327/original.jpg,cc-by-nc,"(c) saulih, some rights reserved (CC BY-NC)",feeding young
feeding_young_287554260.jpg,/home/kylelima21/.hermes/profiles/sage/home/BISONN/data/labeled/feeding_young/feeding_young_287554260.jpg,feeding_young,166064635,https://www.inaturalist.org/observations/166064635,Perching Birds,Passeriformes,287554260,https://inaturalist-open-data.s3.amazonaws.com/photos/287554260/original.jpg,cc-by-nc,"(c) saulih, some rights reserved (CC BY-NC)",feeding young
feeding_young_307794152.jpeg,/home/kylelima21/.hermes/profiles/sage/home/BISONN/data/labeled/feeding_young/feeding_young_307794152.jpeg,feeding_young,177003383,https://www.inaturalist.org/observations/177003383,Least Bittern,Botaurus exilis,307794152,https://inaturalist-open-data.s3.amazonaws.com/photos/307794152/original.jpeg,cc-by-nc,"(c) Patricia Tiller, some rights reserved (CC BY-NC)",feeding young
feeding_young_472203538.jpg,/home/kylelima21/.hermes/profiles/sage/home/BISONN/data/labeled/feeding_young/feeding_young_472203538.jpg,feeding_young,262904003,https://www.inaturalist.org/observations/262904003,Magnificent Frigatebird,Fregata magnificens,472203538,https://inaturalist-open-data.s3.amazonaws.com/photos/472203538/original.jpg,cc0,no rights reserved,feeding young
feeding_young_75117103.jpeg,/home/kylelima21/.hermes/profiles/sage/home/BISONN/data/labeled/feeding_young/feeding_young_75117103.jpeg,feeding_young,47363064,https://www.inaturalist.org/observations/47363064,Least Bittern,Botaurus exilis,75117103,https://inaturalist-open-data.s3.amazonaws.com/photos/75117103/original.jpeg,cc-by-nc,"(c) Javi Gonzalez, some rights reserved (CC BY-NC)",feeding young
feeding_young_75117091.jpeg,/home/kylelima21/.hermes/profiles/sage/home/BISONN/data/labeled/feeding_young/feeding_young_75117091.jpeg,feeding_young,47363064,https://www.inaturalist.org/observations/47363064,Least Bittern,Botaurus exilis,75117091,https://inaturalist-open-data.s3.amazonaws.com/photos/75117091/original.jpeg,cc-by-nc,"(c) Javi Gonzalez, some rights reserved (CC BY-NC)",feeding young
feeding_young_75117114.jpeg,/home/kylelima21/.hermes/profiles/sage/home/BISONN/data/labeled/feeding_young/feeding_young_75117114.jpeg,feeding_young,47363064,https://www.inaturalist.org/observations/47363064,Least Bittern,Botaurus exilis,75117114,https://inaturalist-open-data.s3.amazonaws.com/photos/75117114/original.jpeg,cc-by-nc,"(c) Javi Gonzalez, some rights reserved (CC BY-NC)",feeding young
feeding_young_75117079.jpeg,/home/kylelima21/.hermes/profiles/sage/home/BISONN/data/labeled/feeding_young/feeding_young_75117079.jpeg,feeding_young,47363064,https://www.inaturalist.org/observations/47363064,Least Bittern,Botaurus exilis,75117079,https://inaturalist-open-data.s3.amazonaws.com/photos/75117079/original.jpeg,cc-by-nc,"(c) Javi Gonzalez, some rights reserved (CC BY-NC)",feeding young
feeding_young_75117133.jpeg,/home/kylelima21/.hermes/profiles/sage/home/BISONN/data/labeled/feeding_young/feeding_young_75117133.jpeg,feeding_young,47363064,https://www.inaturalist.org/observations/47363064,Least Bittern,Botaurus exilis,75117133,https://inaturalist-open-data.s3.amazonaws.com/photos/75117133/original.jpeg,cc-by-nc,"(c) Javi Gonzalez, some rights reserved (CC BY-NC)",feeding young
feeding_young_75117066.jpeg,/home/kylelima21/.hermes/profiles/sage/home/BISONN/data/labeled/feeding_young/feeding_young_75117066.jpeg,feeding_young,47363064,https://www.inaturalist.org/observations/47363064,Least Bittern,Botaurus exilis,75117066,https://inaturalist-open-data.s3.amazonaws.com/photos/75117066/original.jpeg,cc-by-nc,"(c) Javi Gonzalez, some rights reserved (CC BY-NC)",feeding young
feeding_young_75117059.jpeg,/home/kylelima21/.hermes/profiles/sage/home/BISONN/data/labeled/feeding_young/feeding_young_75117059.jpeg,feeding_young,47363064,https://www.inaturalist.org/observations/47363064,Least Bittern,Botaurus exilis,75117059,https://inaturalist-open-data.s3.amazonaws.com/photos/75117059/original.jpeg,cc-by-nc,"(c) Javi Gonzalez, some rights reserved (CC BY-NC)",feeding young
feeding_young_223153467.jpg,/home/kylelima21/.hermes/profiles/sage/home/BISONN/data/labeled/feeding_young/feeding_young_223153467.jpg,feeding_young,131154730,https://www.inaturalist.org/observations/131154730,Magnificent Frigatebird,Fregata magnificens,223153467,https://inaturalist-open-data.s3.amazonaws.com/photos/223153467/original.jpg,cc0,no rights reserved,feeding young
feeding_young_223153476.jpg,/home/kylelima21/.hermes/profiles/sage/home/BISONN/data/labeled/feeding_young/feeding_young_223153476.jpg,feeding_young,131154730,https://www.inaturalist.org/observations/131154730,Magnificent Frigatebird,Fregata magnificens,223153476,https://inaturalist-open-data.s3.amazonaws.com/photos/223153476/original.jpg,cc0,no rights reserved,feeding young
feeding_young_223153495.jpg,/home/kylelima21/.hermes/profiles/sage/home/BISONN/data/labeled/feeding_young/feeding_young_223153495.jpg,feeding_young,131154730,https://www.inaturalist.org/observations/131154730,Magnificent Frigatebird,Fregata magnificens,223153495,https://inaturalist-open-data.s3.amazonaws.com/photos/223153495/original.jpg,cc0,no rights reserved,feeding young
feeding_young_223153513.jpg,/home/kylelima21/.hermes/profiles/sage/home/BISONN/data/labeled/feeding_young/feeding_young_223153513.jpg,feeding_young,131154730,https://www.inaturalist.org/observations/131154730,Magnificent Frigatebird,Fregata magnificens,223153513,https://inaturalist-open-data.s3.amazonaws.com/photos/223153513/original.jpg,cc0,no rights reserved,feeding young
feeding_young_153385543.jpg,/home/kylelima21/.hermes/profiles/sage/home/BISONN/data/labeled/feeding_young/feeding_young_153385543.jpg,feeding_young,92621270,https://www.inaturalist.org/observations/92621270,Perching Birds,Passeriformes,153385543,https://inaturalist-open-data.s3.amazonaws.com/photos/153385543/original.jpg,cc-by-nc,"(c) susanfogarty1, some rights reserved (CC BY-NC)",feeding young
feeding_young_153385548.jpg,/home/kylelima21/.hermes/profiles/sage/home/BISONN/data/labeled/feeding_young/feeding_young_153385548.jpg,feeding_young,92621270,https://www.inaturalist.org/observations/92621270,Perching Birds,Passeriformes,153385548,https://inaturalist-open-data.s3.amazonaws.com/photos/153385548/original.jpg,cc-by-nc,"(c) susanfogarty1, some rights reserved (CC BY-NC)",feeding young
feeding_young_503815363.jpg,/home/kylelima21/.hermes/profiles/sage/home/BISONN/data/labeled/feeding_young/feeding_young_503815363.jpg,feeding_young,280511160,https://www.inaturalist.org/observations/280511160,,Passeriformes,503815363,https://inaturalist-open-data.s3.amazonaws.com/photos/503815363/original.jpg,cc-by-nc,"(c) Michelle Reynolds, some rights reserved (CC BY-NC)",feeding young
feeding_young_503815406.jpg,/home/kylelima21/.hermes/profiles/sage/home/BISONN/data/labeled/feeding_young/feeding_young_503815406.jpg,feeding_young,280511160,https://www.inaturalist.org/observations/280511160,,Passeriformes,503815406,https://inaturalist-open-data.s3.amazonaws.com/photos/503815406/original.jpg,cc-by-nc,"(c) Michelle Reynolds, some rights reserved (CC BY-NC)",feeding young
feeding_young_503815442.jpg,/home/kylelima21/.hermes/profiles/sage/home/BISONN/data/labeled/feeding_young/feeding_young_503815442.jpg,feeding_young,280511160,https://www.inaturalist.org/observations/280511160,,Passeriformes,503815442,https://inaturalist-open-data.s3.amazonaws.com/photos/503815442/original.jpg,cc-by-nc,"(c) Michelle Reynolds, some rights reserved (CC BY-NC)",feeding young
feeding_young_402212672.jpg,/home/kylelima21/.hermes/profiles/sage/home/BISONN/data/labeled/feeding_young/feeding_young_402212672.jpg,feeding_young,226767870,https://www.inaturalist.org/observations/226767870,Magnificent Frigatebird,Fregata magnificens,402212672,https://inaturalist-open-data.s3.amazonaws.com/photos/402212672/original.jpg,cc0,no rights reserved,feeding young
feeding_young_371222027.jpg,/home/kylelima21/.hermes/profiles/sage/home/BISONN/data/labeled/feeding_young/feeding_young_371222027.jpg,feeding_young,209816130,https://www.inaturalist.org/observations/209816130,Perching Birds,Passeriformes,371222027,https://inaturalist-open-data.s3.amazonaws.com/photos/371222027/original.jpg,cc-by-nc,"(c) Michelle Reynolds, some rights reserved (CC BY-NC)",feeding young
feeding_young_371222122.jpg,/home/kylelima21/.hermes/profiles/sage/home/BISONN/data/labeled/feeding_young/feeding_young_371222122.jpg,feeding_young,209816130,https://www.inaturalist.org/observations/209816130,Perching Birds,Passeriformes,371222122,https://inaturalist-open-data.s3.amazonaws.com/photos/371222122/original.jpg,cc-by-nc,"(c) Michelle Reynolds, some rights reserved (CC BY-NC)",feeding young
feeding_young_371222182.jpg,/home/kylelima21/.hermes/profiles/sage/home/BISONN/data/labeled/feeding_young/feeding_young_371222182.jpg,feeding_young,209816130,https://www.inaturalist.org/observations/209816130,Perching Birds,Passeriformes,371222182,https://inaturalist-open-data.s3.amazonaws.com/photos/371222182/original.jpg,cc-by-nc,"(c) Michelle Reynolds, some rights reserved (CC BY-NC)",feeding young
feeding_young_371222253.jpg,/home/kylelima21/.hermes/profiles/sage/home/BISONN/data/labeled/feeding_young/feeding_young_371222253.jpg,feeding_young,209816130,https://www.inaturalist.org/observations/209816130,Perching Birds,Passeriformes,371222253,https://inaturalist-open-data.s3.amazonaws.com/photos/371222253/original.jpg,cc-by-nc,"(c) Michelle Reynolds, some rights reserved (CC BY-NC)",feeding young
