filename,local_path,source,observation_id,observation_uri,species,taxon_name,photo_id,photo_url,photo_license,photo_attribution,search_query
mobbing_inat_517764085.jpg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_inat_517764085.jpg,inaturalist,287940813,https://www.inaturalist.org/observations/287940813,,Passeriformes,517764085,https://inaturalist-open-data.s3.amazonaws.com/photos/517764085/original.jpg,cc-by-nc,"(c) Dylan Roca, some rights reserved (CC BY-NC)",mobbing
mobbing_inat_517764129.jpg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_inat_517764129.jpg,inaturalist,287940813,https://www.inaturalist.org/observations/287940813,,Passeriformes,517764129,https://inaturalist-open-data.s3.amazonaws.com/photos/517764129/original.jpg,cc-by-nc,"(c) Dylan Roca, some rights reserved (CC BY-NC)",mobbing
mobbing_inat_517764167.jpg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_inat_517764167.jpg,inaturalist,287940813,https://www.inaturalist.org/observations/287940813,,Passeriformes,517764167,https://inaturalist-open-data.s3.amazonaws.com/photos/517764167/original.jpg,cc-by-nc,"(c) Dylan Roca, some rights reserved (CC BY-NC)",mobbing
mobbing_inat_517764207.jpg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_inat_517764207.jpg,inaturalist,287940813,https://www.inaturalist.org/observations/287940813,,Passeriformes,517764207,https://inaturalist-open-data.s3.amazonaws.com/photos/517764207/original.jpg,cc-by-nc,"(c) Dylan Roca, some rights reserved (CC BY-NC)",mobbing
mobbing_inat_672818436.jpg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_inat_672818436.jpg,inaturalist,368378456,https://www.inaturalist.org/observations/368378456,Perching Birds,Passeriformes,672818436,https://inaturalist-open-data.s3.amazonaws.com/photos/672818436/original.jpg,cc-by-nc,"(c) Jesse Brister, some rights reserved (CC BY-NC)",mobbing
mobbing_inat_64745324.jpg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_inat_64745324.jpg,inaturalist,40850297,https://www.inaturalist.org/observations/40850297,Perching Birds,Passeriformes,64745324,https://inaturalist-open-data.s3.amazonaws.com/photos/64745324/original.jpg,cc-by-nc,"(c) denny_c_20, some rights reserved (CC BY-NC)",mobbing
mobbing_inat_64745349.jpg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_inat_64745349.jpg,inaturalist,40850297,https://www.inaturalist.org/observations/40850297,Perching Birds,Passeriformes,64745349,https://inaturalist-open-data.s3.amazonaws.com/photos/64745349/original.jpg,cc-by-nc,"(c) denny_c_20, some rights reserved (CC BY-NC)",mobbing
mobbing_inat_684305283.jpg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_inat_684305283.jpg,inaturalist,374393908,https://www.inaturalist.org/observations/374393908,Perching Birds,Passeriformes,684305283,https://inaturalist-open-data.s3.amazonaws.com/photos/684305283/original.jpg,cc-by,"(c) Edoardo Nardelli, some rights reserved (CC BY)",mobbing
mobbing_inat_684305586.jpg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_inat_684305586.jpg,inaturalist,374393908,https://www.inaturalist.org/observations/374393908,Perching Birds,Passeriformes,684305586,https://inaturalist-open-data.s3.amazonaws.com/photos/684305586/original.jpg,cc-by,"(c) Edoardo Nardelli, some rights reserved (CC BY)",mobbing
mobbing_inat_506508265.jpg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_inat_506508265.jpg,inaturalist,281943509,https://www.inaturalist.org/observations/281943509,,Passeriformes,506508265,https://inaturalist-open-data.s3.amazonaws.com/photos/506508265/original.jpg,cc-by-nc,"(c) Sandy Milfeld, some rights reserved (CC BY-NC)",mobbing
mobbing_inat_506508264.jpg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_inat_506508264.jpg,inaturalist,281943509,https://www.inaturalist.org/observations/281943509,,Passeriformes,506508264,https://inaturalist-open-data.s3.amazonaws.com/photos/506508264/original.jpg,cc-by-nc,"(c) Sandy Milfeld, some rights reserved (CC BY-NC)",mobbing
mobbing_inat_177811575.jpg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_inat_177811575.jpg,inaturalist,105909171,https://www.inaturalist.org/observations/105909171,,Passeriformes,177811575,https://inaturalist-open-data.s3.amazonaws.com/photos/177811575/original.jpg,cc-by-nc,"(c) dbond, some rights reserved (CC BY-NC)",attacking raptor
mobbing_inat_554890132.jpg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_inat_554890132.jpg,inaturalist,307622710,https://www.inaturalist.org/observations/307622710,Perching Birds,Passeriformes,554890132,https://inaturalist-open-data.s3.amazonaws.com/photos/554890132/original.jpg,cc-by-nc,"(c) Ryan LaRuffa, some rights reserved (CC BY-NC)",attacking raptor
mobbing_inat_554890190.jpg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_inat_554890190.jpg,inaturalist,307622710,https://www.inaturalist.org/observations/307622710,Perching Birds,Passeriformes,554890190,https://inaturalist-open-data.s3.amazonaws.com/photos/554890190/original.jpg,cc-by-nc,"(c) Ryan LaRuffa, some rights reserved (CC BY-NC)",attacking raptor
mobbing_inat_554890743.jpg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_inat_554890743.jpg,inaturalist,307622710,https://www.inaturalist.org/observations/307622710,Perching Birds,Passeriformes,554890743,https://inaturalist-open-data.s3.amazonaws.com/photos/554890743/original.jpg,cc-by-nc,"(c) Ryan LaRuffa, some rights reserved (CC BY-NC)",attacking raptor
mobbing_inat_417633376.jpeg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_inat_417633376.jpeg,inaturalist,234880472,https://www.inaturalist.org/observations/234880472,Perching Birds,Passeriformes,417633376,https://inaturalist-open-data.s3.amazonaws.com/photos/417633376/original.jpeg,cc-by-nc,"(c) Andrea Iles, some rights reserved (CC BY-NC)",dive bombing
mobbing_inat_417633431.jpeg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_inat_417633431.jpeg,inaturalist,234880472,https://www.inaturalist.org/observations/234880472,Perching Birds,Passeriformes,417633431,https://inaturalist-open-data.s3.amazonaws.com/photos/417633431/original.jpeg,cc-by-nc,"(c) Andrea Iles, some rights reserved (CC BY-NC)",dive bombing
mobbing_inat_268277570.jpg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_inat_268277570.jpg,inaturalist,155218913,https://www.inaturalist.org/observations/155218913,,Passeriformes,268277570,https://inaturalist-open-data.s3.amazonaws.com/photos/268277570/original.jpg,cc-by-nc,"(c) hectoruconn4260-, some rights reserved (CC BY-NC)",nest defense
mobbing_inat_501900276.jpg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_inat_501900276.jpg,inaturalist,279496771,https://www.inaturalist.org/observations/279496771,,Passeriformes,501900276,https://inaturalist-open-data.s3.amazonaws.com/photos/501900276/original.jpg,cc-by-nc,"(c) vanillaaquila, some rights reserved (CC BY-NC)",alarm calling
mobbing_inat_205453296.jpeg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_inat_205453296.jpeg,inaturalist,121415121,https://www.inaturalist.org/observations/121415121,Perching Birds,Passeriformes,205453296,https://inaturalist-open-data.s3.amazonaws.com/photos/205453296/original.jpeg,cc-by-nc,"(c) vagusnemophile, some rights reserved (CC BY-NC)",alarm calling
mobbing_inat_205453317.jpeg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_inat_205453317.jpeg,inaturalist,121415121,https://www.inaturalist.org/observations/121415121,Perching Birds,Passeriformes,205453317,https://inaturalist-open-data.s3.amazonaws.com/photos/205453317/original.jpeg,cc-by-nc,"(c) vagusnemophile, some rights reserved (CC BY-NC)",alarm calling
mobbing_inat_205453349.jpeg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_inat_205453349.jpeg,inaturalist,121415121,https://www.inaturalist.org/observations/121415121,Perching Birds,Passeriformes,205453349,https://inaturalist-open-data.s3.amazonaws.com/photos/205453349/original.jpeg,cc-by-nc,"(c) vagusnemophile, some rights reserved (CC BY-NC)",alarm calling
mobbing_inat_205453368.jpeg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_inat_205453368.jpeg,inaturalist,121415121,https://www.inaturalist.org/observations/121415121,Perching Birds,Passeriformes,205453368,https://inaturalist-open-data.s3.amazonaws.com/photos/205453368/original.jpeg,cc-by-nc,"(c) vagusnemophile, some rights reserved (CC BY-NC)",alarm calling
mobbing_inat_205453394.jpeg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_inat_205453394.jpeg,inaturalist,121415121,https://www.inaturalist.org/observations/121415121,Perching Birds,Passeriformes,205453394,https://inaturalist-open-data.s3.amazonaws.com/photos/205453394/original.jpeg,cc-by-nc,"(c) vagusnemophile, some rights reserved (CC BY-NC)",alarm calling
mobbing_inat_142222283.jpeg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_inat_142222283.jpeg,inaturalist,86301888,https://www.inaturalist.org/observations/86301888,Perching Birds,Passeriformes,142222283,https://inaturalist-open-data.s3.amazonaws.com/photos/142222283/original.jpeg,cc-by-nc,"(c) Mariko, some rights reserved (CC BY-NC)",alarm calling
mobbing_inat_142230952.jpeg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_inat_142230952.jpeg,inaturalist,86301888,https://www.inaturalist.org/observations/86301888,Perching Birds,Passeriformes,142230952,https://inaturalist-open-data.s3.amazonaws.com/photos/142230952/original.jpeg,cc-by-nc,"(c) Mariko, some rights reserved (CC BY-NC)",alarm calling
mobbing_inat_660844657.jpg,/home/kylelima21/BISONN/data/labeled/mobbing/mobbing_inat_660844657.jpg,inaturalist,362088585,https://www.inaturalist.org/observations/362088585,Sperlingsvögel,Passeriformes,660844657,https://inaturalist-open-data.s3.amazonaws.com/photos/660844657/original.jpg,cc-by-nc,"(c) mobbini, some rights reserved (CC BY-NC)",alarm calling
